Région,Province,Année,Surface (1000 Ha),Production (1000 Qx),Rendement (Qx/Ha),Latitude,Longitude,Pluie_Saisonniere_mm,NDVI_01,NDVI_03,NDVI_05,NDVI_Moyen,Point_ID
Fès-Meknès,Taza,2016,87.2,369.2,4.23,34.23688797,-4.04167867,318.07,0.2,0.4821,0.4213,0.3678,Taza_2016_Pt1
Fès-Meknès,Taza,2016,87.2,369.2,4.23,34.19607469,-4.053245504,318.07,0.2,0.4791,0.4326,0.370566667,Taza_2016_Pt2
Fès-Meknès,Taza,2016,87.2,369.2,4.23,34.26069262,-4.064248006,515.8,0.2,0.3836,0.2628,0.282133333,Taza_2016_Pt3
Fès-Meknès,Taza,2016,87.2,369.2,4.23,34.26152598,-3.963101018,267.07,0.2,0.4752,0.2402,0.305133333,Taza_2016_Pt4
Fès-Meknès,Taza,2016,87.2,369.2,4.23,34.26500173,-4.055375187,267.07,0.2,0.642,0.3138,0.385266667,Taza_2016_Pt5
Fès-Meknès,Taza,2016,87.2,369.2,4.23,34.18426609,-4.026296011,318.07,0.2,0.4839,0.4451,0.376333333,Taza_2016_Pt6
Fès-Meknès,Taza,2016,87.2,369.2,4.23,34.18522021,-4.060236847,318.07,0.2,0.6637,0.6098,0.491166667,Taza_2016_Pt7
Fès-Meknès,Taza,2016,87.2,369.2,4.23,34.15874607,-3.976611981,318.07,0.2,0.3641,0.3782,0.3141,Taza_2016_Pt8
Fès-Meknès,Taza,2016,87.2,369.2,4.23,34.22136282,-4.036694451,318.07,0.2,0.4003,0.295,0.298433333,Taza_2016_Pt9
Rabat-Salé-Kénitra,Kénitra,2021,93.5,3497.1,37.4,34.21907942,-6.529630838,634.76,0.6852,0.7109,0.3141,0.570066667,Kénitra_2021_Pt0
Rabat-Salé-Kénitra,Kénitra,2021,93.5,3497.1,37.4,34.23880445,-6.58388845,856.16,0.4873,0.4794,0.308,0.4249,Kénitra_2021_Pt1
Rabat-Salé-Kénitra,Kénitra,2021,93.5,3497.1,37.4,34.19185417,-6.580482889,856.16,0.4484,0.474,0.3258,0.416066667,Kénitra_2021_Pt2
Rabat-Salé-Kénitra,Kénitra,2021,93.5,3497.1,37.4,34.27366146,-6.632713865,621.76,0.4101,0.5749,0.1873,0.390766667,Kénitra_2021_Pt3
Rabat-Salé-Kénitra,Kénitra,2021,93.5,3497.1,37.4,34.28514705,-6.554762257,515.77,0.279,0.4008,0.2508,0.3102,Kénitra_2021_Pt4
Rabat-Salé-Kénitra,Kénitra,2021,93.5,3497.1,37.4,34.20338741,-6.5777679,856.16,0.4817,0.4967,0.414,0.464133333,Kénitra_2021_Pt5
Rabat-Salé-Kénitra,Kénitra,2021,93.5,3497.1,37.4,34.21071794,-6.613856071,856.16,0.197,0.3297,0.2917,0.2728,Kénitra_2021_Pt6
Rabat-Salé-Kénitra,Kénitra,2021,93.5,3497.1,37.4,34.29727453,-6.588562249,621.76,0.8014,0.8309,0.4696,0.700633333,Kénitra_2021_Pt7
Rabat-Salé-Kénitra,Kénitra,2021,93.5,3497.1,37.4,34.2094951,-6.60432024,856.16,0.5884,0.5634,0.3535,0.501766667,Kénitra_2021_Pt8
Rabat-Salé-Kénitra,Kénitra,2021,93.5,3497.1,37.4,34.2153007,-6.577120815,856.16,0.5063,0.5504,0.4594,0.505366667,Kénitra_2021_Pt9
Rabat-Salé-Kénitra,Kénitra,2020,96,2164.4,22.55,34.21332221,-6.595127981,264.08,0.4629,0.4608,0.2888,0.404166667,Kénitra_2020_Pt0
Rabat-Salé-Kénitra,Kénitra,2020,96,2164.4,22.55,34.19397206,-6.564546478,264.08,0.6772,0.4492,0.398,0.508133333,Kénitra_2020_Pt1
Rabat-Salé-Kénitra,Kénitra,2020,96,2164.4,22.55,34.28789845,-6.573383051,259.63,0.133,0.8021,0.1501,0.361733333,Kénitra_2020_Pt2
Rabat-Salé-Kénitra,Kénitra,2020,96,2164.4,22.55,34.29273379,-6.578760372,259.63,0.2926,0.612,0.076,0.326866667,Kénitra_2020_Pt3
Rabat-Salé-Kénitra,Kénitra,2020,96,2164.4,22.55,34.23625337,-6.529877458,324.13,0.6501,0.6394,0.5549,0.6148,Kénitra_2020_Pt4
Rabat-Salé-Kénitra,Kénitra,2020,96,2164.4,22.55,34.29022903,-6.635741301,259.63,0.7039,0.4062,0.3131,0.4744,Kénitra_2020_Pt5
Rabat-Salé-Kénitra,Kénitra,2020,96,2164.4,22.55,34.21395456,-6.587550532,264.08,0.5067,0.3756,0.3456,0.4093,Kénitra_2020_Pt6
Rabat-Salé-Kénitra,Kénitra,2020,96,2164.4,22.55,34.23151204,-6.596146971,264.08,0.5511,0.3644,0.285,0.400166667,Kénitra_2020_Pt7
Rabat-Salé-Kénitra,Kénitra,2019,96.1,3220.4,33.51,34.20502006,-6.595762353,409.31,0.6046,0.4571,0.3095,0.457066667,Kénitra_2019_Pt0
Rabat-Salé-Kénitra,Kénitra,2019,96.1,3220.4,33.51,34.23435972,-6.631486629,409.31,0.9531,0.7316,0.6622,0.7823,Kénitra_2019_Pt1
Rabat-Salé-Kénitra,Kénitra,2019,96.1,3220.4,33.51,34.25530713,-6.628041108,394.39,0.5558,0.4957,0.4329,0.4948,Kénitra_2019_Pt2
Rabat-Salé-Kénitra,Kénitra,2019,96.1,3220.4,33.51,34.28332281,-6.547061901,454.12,0.5801,0.8024,0.5517,0.644733333,Kénitra_2019_Pt3
Rabat-Salé-Kénitra,Kénitra,2019,96.1,3220.4,33.51,34.22174495,-6.631078059,409.31,0.5829,0.5204,0.5,0.534433333,Kénitra_2019_Pt4
Rabat-Salé-Kénitra,Kénitra,2019,96.1,3220.4,33.51,34.30081842,-6.608258655,394.39,0.7958,0.8164,0.4963,0.702833333,Kénitra_2019_Pt5
Rabat-Salé-Kénitra,Kénitra,2019,96.1,3220.4,33.51,34.20026379,-6.591830747,409.31,0.4282,0.3124,0.3,0.346866667,Kénitra_2019_Pt6
Rabat-Salé-Kénitra,Kénitra,2019,96.1,3220.4,33.51,34.27678776,-6.551073811,454.12,0.4871,0.3977,0.3379,0.407566667,Kénitra_2019_Pt7
Rabat-Salé-Kénitra,Kénitra,2019,96.1,3220.4,33.51,34.19759353,-6.543206848,476.41,0.4762,0.3132,0.3333,0.374233333,Kénitra_2019_Pt8
Rabat-Salé-Kénitra,Kénitra,2019,96.1,3220.4,33.51,34.30582718,-6.571487377,394.39,0.3742,0.3688,0.2903,0.344433333,Kénitra_2019_Pt9
Rabat-Salé-Kénitra,Kénitra,2018,95,3113.1,32.77,34.26684188,-6.600328512,645.01,0.1375,0.6025,0.1998,0.313266667,Kénitra_2018_Pt0
Rabat-Salé-Kénitra,Kénitra,2018,95,3113.1,32.77,34.22813442,-6.562604901,688.43,0.3035,0.3967,0.1505,0.283566667,Kénitra_2018_Pt1
Rabat-Salé-Kénitra,Kénitra,2018,95,3113.1,32.77,34.1936232,-6.566569801,688.43,0.5857,0.6982,0.5021,0.595333333,Kénitra_2018_Pt2
Rabat-Salé-Kénitra,Kénitra,2018,95,3113.1,32.77,34.30574005,-6.520612701,766.42,0.6852,0.8052,0.6579,0.7161,Kénitra_2018_Pt3
Rabat-Salé-Kénitra,Kénitra,2018,95,3113.1,32.77,34.30002661,-6.52539624,766.42,0.792,0.7599,0.8233,0.791733333,Kénitra_2018_Pt4
Rabat-Salé-Kénitra,Kénitra,2018,95,3113.1,32.77,34.21865238,-6.582095124,688.43,0.314,0.3358,0.4619,0.370566667,Kénitra_2018_Pt5
Rabat-Salé-Kénitra,Kénitra,2018,95,3113.1,32.77,34.29128849,-6.526365005,766.42,0.6552,0.6178,0.5065,0.593166667,Kénitra_2018_Pt6
Rabat-Salé-Kénitra,Kénitra,2018,95,3113.1,32.77,34.2862336,-6.616878833,645.01,0.8071,0.8295,0.3978,0.678133333,Kénitra_2018_Pt7
Rabat-Salé-Kénitra,Kénitra,2018,95,3113.1,32.77,34.28660724,-6.521267227,766.42,0.5425,0.6897,0.3185,0.5169,Kénitra_2018_Pt8
Rabat-Salé-Kénitra,Kénitra,2017,100.9,3205.5,31.77,34.30870217,-6.528443184,484.49,-0.0595,0.3426,-0.1126,0.056833333,Kénitra_2017_Pt0
Rabat-Salé-Kénitra,Kénitra,2017,100.9,3205.5,31.77,34.23116107,-6.582845992,456.74,0.5188,0.5031,0.4202,0.4807,Kénitra_2017_Pt1
Rabat-Salé-Kénitra,Kénitra,2017,100.9,3205.5,31.77,34.23236076,-6.638563825,456.74,0.7386,0.5635,0.6727,0.658266667,Kénitra_2017_Pt2
Rabat-Salé-Kénitra,Kénitra,2017,100.9,3205.5,31.77,34.30407031,-6.592610389,468.86,0.2887,0.7919,0.301,0.460533333,Kénitra_2017_Pt3
Rabat-Salé-Kénitra,Kénitra,2017,100.9,3205.5,31.77,34.24708088,-6.567045763,456.74,0.5829,0.6528,0.4272,0.5543,Kénitra_2017_Pt4
Rabat-Salé-Kénitra,Kénitra,2017,100.9,3205.5,31.77,34.30962601,-6.63026432,468.86,0.3901,0.3147,0.2208,0.308533333,Kénitra_2017_Pt5
Rabat-Salé-Kénitra,Kénitra,2017,100.9,3205.5,31.77,34.24408442,-6.639801425,456.74,0.2849,0.383,0.286,0.317966667,Kénitra_2017_Pt6
Rabat-Salé-Kénitra,Kénitra,2017,100.9,3205.5,31.77,34.23829628,-6.585868828,456.74,0.08,0.4012,0.0955,0.192233333,Kénitra_2017_Pt7
Rabat-Salé-Kénitra,Khémisset,2021,201,5393.7,26.83,33.77699806,-6.022058732,634.76,0.5727,0.6619,0.412,0.548866667,Khémisset_2021_Pt0
Rabat-Salé-Kénitra,Khémisset,2021,201,5393.7,26.83,33.84608373,-6.066936985,634.76,0.6503,0.7262,0.3235,0.566666667,Khémisset_2021_Pt1
Rabat-Salé-Kénitra,Khémisset,2021,201,5393.7,26.83,33.84760306,-6.056717995,634.76,0.399,0.6457,0.1858,0.410166667,Khémisset_2021_Pt2
Rabat-Salé-Kénitra,Khémisset,2021,201,5393.7,26.83,33.77121476,-6.099791064,634.76,0.4319,0.675,0.248,0.451633333,Khémisset_2021_Pt3
Rabat-Salé-Kénitra,Khémisset,2021,201,5393.7,26.83,33.86064744,-6.113690873,634.76,0.6875,0.8159,0.2261,0.5765,Khémisset_2021_Pt4
Rabat-Salé-Kénitra,Khémisset,2021,201,5393.7,26.83,33.8354331,-6.090809843,634.76,0.6415,0.6882,0.2214,0.517033333,Khémisset_2021_Pt5
Rabat-Salé-Kénitra,Khémisset,2021,201,5393.7,26.83,33.79759065,-6.052563576,634.76,0.8339,0.6709,0.275,0.593266667,Khémisset_2021_Pt6
Rabat-Salé-Kénitra,Khémisset,2021,201,5393.7,26.83,33.75538322,-6.101347584,634.76,0.3034,0.616,0.277,0.3988,Khémisset_2021_Pt7
Rabat-Salé-Kénitra,Khémisset,2021,201,5393.7,26.83,33.8134355,-6.116659983,634.76,0.7464,0.6908,0.3973,0.6115,Khémisset_2021_Pt8
Rabat-Salé-Kénitra,Khémisset,2021,201,5393.7,26.83,33.86758402,-6.026958739,634.76,0.284,0.4772,0.1269,0.296033333,Khémisset_2021_Pt9
Rabat-Salé-Kénitra,Khémisset,2020,199,1525.8,7.67,33.83378825,-6.097692033,324.13,0.7626,0.4481,0.233,0.481233333,Khémisset_2020_Pt0
Rabat-Salé-Kénitra,Khémisset,2020,199,1525.8,7.67,33.75060351,-6.098080357,324.13,0.5373,0.3201,0.2184,0.3586,Khémisset_2020_Pt1
Rabat-Salé-Kénitra,Khémisset,2020,199,1525.8,7.67,33.79491438,-6.045747991,324.13,0.7731,0.5024,0.2014,0.4923,Khémisset_2020_Pt2
Rabat-Salé-Kénitra,Khémisset,2020,199,1525.8,7.67,33.76939031,-6.01779965,324.13,0.5891,0.3545,0.2223,0.388633333,Khémisset_2020_Pt3
Rabat-Salé-Kénitra,Khémisset,2020,199,1525.8,7.67,33.80394233,-6.100299521,324.13,0.6659,0.4251,0.2954,0.462133333,Khémisset_2020_Pt4
Rabat-Salé-Kénitra,Khémisset,2020,199,1525.8,7.67,33.78615833,-6.006084871,324.13,0.6537,0.4789,0.393,0.508533333,Khémisset_2020_Pt5
Rabat-Salé-Kénitra,Khémisset,2020,199,1525.8,7.67,33.78291165,-6.03246257,324.13,0.634,0.4015,0.2398,0.4251,Khémisset_2020_Pt6
Rabat-Salé-Kénitra,Khémisset,2020,199,1525.8,7.67,33.85608489,-6.029691324,324.13,0.6843,0.4149,0.2063,0.435166667,Khémisset_2020_Pt7
Rabat-Salé-Kénitra,Khémisset,2020,199,1525.8,7.67,33.76509762,-6.017238365,324.13,0.7071,0.325,0.2767,0.436266667,Khémisset_2020_Pt8
Rabat-Salé-Kénitra,Khémisset,2020,199,1525.8,7.67,33.85124209,-6.117707676,324.13,0.7198,0.4092,0.1133,0.4141,Khémisset_2020_Pt9
Rabat-Salé-Kénitra,Khémisset,2019,201.6,3426.3,17,33.81451185,-6.043100691,476.41,0.6768,0.4457,0.2734,0.4653,Khémisset_2019_Pt0
Rabat-Salé-Kénitra,Khémisset,2019,201.6,3426.3,17,33.81642795,-6.002899973,476.41,0.536,0.5482,0.2927,0.458966667,Khémisset_2019_Pt1
Rabat-Salé-Kénitra,Khémisset,2019,201.6,3426.3,17,33.86363134,-6.013522315,476.41,0.2939,0.4102,0.1721,0.292066667,Khémisset_2019_Pt2
Rabat-Salé-Kénitra,Khémisset,2019,201.6,3426.3,17,33.7681178,-6.115276128,476.41,0.5229,0.468,0.1649,0.385266667,Khémisset_2019_Pt3
Rabat-Salé-Kénitra,Khémisset,2019,201.6,3426.3,17,33.7875539,-6.060470059,476.41,0.7233,0.473,0.2699,0.488733333,Khémisset_2019_Pt4
Rabat-Salé-Kénitra,Khémisset,2019,201.6,3426.3,17,33.75422504,-6.035417803,476.41,0.5509,0.5507,0.0878,0.396466667,Khémisset_2019_Pt5
Rabat-Salé-Kénitra,Khémisset,2019,201.6,3426.3,17,33.84448355,-6.062231394,476.41,0.7619,0.8032,0.4598,0.674966667,Khémisset_2019_Pt6
Rabat-Salé-Kénitra,Khémisset,2019,201.6,3426.3,17,33.79260994,-6.082625922,476.41,0.7708,0.5606,0.1975,0.509633333,Khémisset_2019_Pt7
Rabat-Salé-Kénitra,Khémisset,2019,201.6,3426.3,17,33.85850628,-6.026623887,476.41,0.626,0.5427,0.256,0.4749,Khémisset_2019_Pt8
Rabat-Salé-Kénitra,Khémisset,2019,201.6,3426.3,17,33.78536336,-6.044080135,476.41,0.5582,0.5486,0.2923,0.466366667,Khémisset_2019_Pt9
Rabat-Salé-Kénitra,Khémisset,2018,171.1,3318.5,19.4,33.75572118,-6.06378043,772.45,0.5039,0.7591,0.3097,0.524233333,Khémisset_2018_Pt0
Rabat-Salé-Kénitra,Khémisset,2018,171.1,3318.5,19.4,33.85169115,-6.001618721,772.45,0.5537,0.7181,0.6216,0.631133333,Khémisset_2018_Pt1
Rabat-Salé-Kénitra,Khémisset,2018,171.1,3318.5,19.4,33.7773532,-6.036851799,772.45,0.2377,0.5167,0.4661,0.406833333,Khémisset_2018_Pt2
Rabat-Salé-Kénitra,Khémisset,2018,171.1,3318.5,19.4,33.7620194,-6.074639085,772.45,0.2772,0.7527,0.4274,0.485766667,Khémisset_2018_Pt3
Rabat-Salé-Kénitra,Khémisset,2018,171.1,3318.5,19.4,33.77097392,-6.06301214,772.45,0.4398,0.72,0.5476,0.569133333,Khémisset_2018_Pt4
Rabat-Salé-Kénitra,Khémisset,2018,171.1,3318.5,19.4,33.77092462,-6.109876277,772.45,0.2974,0.5447,0.5153,0.452466667,Khémisset_2018_Pt5
Rabat-Salé-Kénitra,Khémisset,2018,171.1,3318.5,19.4,33.78410484,-6.079113975,772.45,0.4049,0.7098,0.7162,0.6103,Khémisset_2018_Pt6
Rabat-Salé-Kénitra,Khémisset,2018,171.1,3318.5,19.4,33.82093279,-6.058131681,772.45,0.3558,0.4549,0.4492,0.419966667,Khémisset_2018_Pt7
Rabat-Salé-Kénitra,Khémisset,2018,171.1,3318.5,19.4,33.86551019,-6.037237673,772.45,0.3061,0.6679,0.4592,0.477733333,Khémisset_2018_Pt8
Rabat-Salé-Kénitra,Khémisset,2018,171.1,3318.5,19.4,33.75773283,-6.104957973,772.45,0.2253,0.5045,0.5743,0.4347,Khémisset_2018_Pt9
Rabat-Salé-Kénitra,Khémisset,2017,191.1,4607.8,24.11,33.76292069,-6.110728174,476.25,0.5574,0.7908,0.2322,0.5268,Khémisset_2017_Pt0
Rabat-Salé-Kénitra,Khémisset,2017,191.1,4607.8,24.11,33.85209928,-6.118659359,476.25,0.4418,0.8562,0.1439,0.480633333,Khémisset_2017_Pt1
Rabat-Salé-Kénitra,Khémisset,2017,191.1,4607.8,24.11,33.8317627,-6.050653102,476.25,0.5519,0.7514,0.2934,0.532233333,Khémisset_2017_Pt2
Rabat-Salé-Kénitra,Khémisset,2017,191.1,4607.8,24.11,33.76943767,-6.064070281,476.25,0.3162,0.8037,0.1426,0.420833333,Khémisset_2017_Pt3
Rabat-Salé-Kénitra,Khémisset,2017,191.1,4607.8,24.11,33.83435824,-6.030581947,476.25,0.5817,0.7069,0.2121,0.500233333,Khémisset_2017_Pt4
Rabat-Salé-Kénitra,Khémisset,2017,191.1,4607.8,24.11,33.79787769,-6.004642492,476.25,0.5507,0.7731,0.2701,0.5313,Khémisset_2017_Pt5
Rabat-Salé-Kénitra,Khémisset,2017,191.1,4607.8,24.11,33.80283795,-6.004540755,476.25,0.5779,0.7763,0.1583,0.504166667,Khémisset_2017_Pt6
Rabat-Salé-Kénitra,Khémisset,2017,191.1,4607.8,24.11,33.85783528,-6.108150266,476.25,0.6668,0.8009,0.2573,0.575,Khémisset_2017_Pt7
Rabat-Salé-Kénitra,Khémisset,2017,191.1,4607.8,24.11,33.85763287,-6.015997669,476.25,0.8117,0.7228,0.0856,0.540033333,Khémisset_2017_Pt8
Rabat-Salé-Kénitra,Khémisset,2017,191.1,4607.8,24.11,33.76683889,-6.000759664,476.25,0.2922,0.3907,0.0581,0.247,Khémisset_2017_Pt9
Rabat-Salé-Kénitra,Khémisset,2016,192.4,837.9,4.35,33.84224977,-6.055646926,319.11,0.2,0.4297,0.3038,0.311166667,Khémisset_2016_Pt0
Rabat-Salé-Kénitra,Khémisset,2016,192.4,837.9,4.35,33.83253292,-6.093882369,319.11,0.2,0.4495,0.2203,0.289933333,Khémisset_2016_Pt1
Rabat-Salé-Kénitra,Khémisset,2016,192.4,837.9,4.35,33.78954803,-6.088623369,319.11,0.2,0.7012,0.2168,0.372666667,Khémisset_2016_Pt2
Rabat-Salé-Kénitra,Khémisset,2016,192.4,837.9,4.35,33.77865348,-6.001616157,319.11,0.2,0.5317,0.3965,0.376066667,Khémisset_2016_Pt3
Rabat-Salé-Kénitra,Khémisset,2016,192.4,837.9,4.35,33.76409625,-6.016810268,319.11,0.2,0.3777,0.2757,0.284466667,Khémisset_2016_Pt4
Rabat-Salé-Kénitra,Khémisset,2016,192.4,837.9,4.35,33.86740819,-6.029941423,319.11,0.2,0.3401,0.2861,0.2754,Khémisset_2016_Pt5
Rabat-Salé-Kénitra,Khémisset,2016,192.4,837.9,4.35,33.84227902,-6.118669485,319.11,0.2,0.6875,0.2314,0.372966667,Khémisset_2016_Pt6
Rabat-Salé-Kénitra,Khémisset,2016,192.4,837.9,4.35,33.82560574,-6.0633693,319.11,0.2,0.479,0.393,0.357333333,Khémisset_2016_Pt7
Rabat-Salé-Kénitra,Khémisset,2016,192.4,837.9,4.35,33.783041,-6.086399563,319.11,0.2,0.378,0.3301,0.3027,Khémisset_2016_Pt8
Rabat-Salé-Kénitra,Khémisset,2016,192.4,837.9,4.35,33.81203621,-6.033215711,319.11,0.2,0.3642,0.2146,0.2596,Khémisset_2016_Pt9
Rabat-Salé-Kénitra,Sidi Kacem,2021,160.8,6707.8,41.72,34.17327511,-5.757101719,596.4,0.2402,0.6053,0.464,0.4365,Sidi Kacem_2021_Pt0
Rabat-Salé-Kénitra,Sidi Kacem,2021,160.8,6707.8,41.72,34.20752563,-5.693817084,596.4,0.3198,0.5354,0.264,0.373066667,Sidi Kacem_2021_Pt1
Rabat-Salé-Kénitra,Sidi Kacem,2021,160.8,6707.8,41.72,34.20056847,-5.719318739,596.4,0.7762,0.7333,0.3564,0.621966667,Sidi Kacem_2021_Pt2
Rabat-Salé-Kénitra,Sidi Kacem,2021,160.8,6707.8,41.72,34.19668307,-5.71837947,596.4,0.6385,0.6532,0.2132,0.501633333,Sidi Kacem_2021_Pt3
Rabat-Salé-Kénitra,Sidi Kacem,2021,160.8,6707.8,41.72,34.1906853,-5.751739679,596.4,0.5999,0.8391,0.2757,0.571566667,Sidi Kacem_2021_Pt4
Rabat-Salé-Kénitra,Sidi Kacem,2021,160.8,6707.8,41.72,34.17104876,-5.677767628,596.4,0.0681,0.5862,0.1529,0.269066667,Sidi Kacem_2021_Pt5
Rabat-Salé-Kénitra,Sidi Kacem,2021,160.8,6707.8,41.72,34.23320758,-5.723951842,596.4,0.5764,0.6359,0.205,0.472433333,Sidi Kacem_2021_Pt6
Rabat-Salé-Kénitra,Sidi Kacem,2021,160.8,6707.8,41.72,34.22524624,-5.673357747,596.4,0.4825,0.5918,0.1915,0.421933333,Sidi Kacem_2021_Pt7
Rabat-Salé-Kénitra,Sidi Kacem,2021,160.8,6707.8,41.72,34.27801882,-5.733205972,605.57,0.7808,0.8228,0.2503,0.617966667,Sidi Kacem_2021_Pt8
Rabat-Salé-Kénitra,Sidi Kacem,2021,160.8,6707.8,41.72,34.24921165,-5.727329644,596.4,0.6367,0.7382,0.0833,0.486066667,Sidi Kacem_2021_Pt9
Rabat-Salé-Kénitra,Sidi Kacem,2020,158,2956.9,18.71,34.26863146,-5.746961304,433.45,0.8112,0.7203,0.448,0.659833333,Sidi Kacem_2020_Pt0
Rabat-Salé-Kénitra,Sidi Kacem,2020,158,2956.9,18.71,34.21675418,-5.72253229,475.47,0.7885,0.6837,0.5204,0.6642,Sidi Kacem_2020_Pt1
Rabat-Salé-Kénitra,Sidi Kacem,2020,158,2956.9,18.71,34.20355781,-5.729223624,475.47,0.7323,0.5712,0.3846,0.5627,Sidi Kacem_2020_Pt2
Rabat-Salé-Kénitra,Sidi Kacem,2020,158,2956.9,18.71,34.25949054,-5.686603182,433.45,0.6675,0.3354,0.16,0.387633333,Sidi Kacem_2020_Pt3
Rabat-Salé-Kénitra,Sidi Kacem,2020,158,2956.9,18.71,34.25854477,-5.722944556,433.45,0.4067,0.3938,0.1834,0.327966667,Sidi Kacem_2020_Pt4
Rabat-Salé-Kénitra,Sidi Kacem,2020,158,2956.9,18.71,34.1690532,-5.714032067,475.47,0.8437,0.5461,0.4362,0.608666667,Sidi Kacem_2020_Pt5
Rabat-Salé-Kénitra,Sidi Kacem,2020,158,2956.9,18.71,34.21580584,-5.757234742,475.47,0.3588,0.3599,0.5198,0.412833333,Sidi Kacem_2020_Pt6
Rabat-Salé-Kénitra,Sidi Kacem,2020,158,2956.9,18.71,34.16089318,-5.757821318,475.47,0.6471,0.5156,0.398,0.520233333,Sidi Kacem_2020_Pt7
Rabat-Salé-Kénitra,Sidi Kacem,2020,158,2956.9,18.71,34.21478176,-5.722815464,475.47,0.7857,0.5748,0.3991,0.586533333,Sidi Kacem_2020_Pt8
Rabat-Salé-Kénitra,Sidi Kacem,2020,158,2956.9,18.71,34.20976867,-5.722275859,475.47,0.7561,0.6338,0.6782,0.689366667,Sidi Kacem_2020_Pt9
Rabat-Salé-Kénitra,Sidi Kacem,2019,149.7,4123.8,27.55,34.24307261,-5.685829269,553.03,0.7916,0.7687,0.1248,0.5617,Sidi Kacem_2019_Pt0
Rabat-Salé-Kénitra,Sidi Kacem,2019,149.7,4123.8,27.55,34.27458781,-5.644127904,549.51,0.5297,0.4665,0.3202,0.4388,Sidi Kacem_2019_Pt1
Rabat-Salé-Kénitra,Sidi Kacem,2019,149.7,4123.8,27.55,34.26132914,-5.720946556,549.51,0.8418,0.8283,0.682,0.784033333,Sidi Kacem_2019_Pt2
Rabat-Salé-Kénitra,Sidi Kacem,2019,149.7,4123.8,27.55,34.18408344,-5.722059606,553.03,0.2045,0.693,0.2195,0.372333333,Sidi Kacem_2019_Pt3
Rabat-Salé-Kénitra,Sidi Kacem,2019,149.7,4123.8,27.55,34.24852768,-5.747917034,553.03,0.772,0.808,0.4874,0.689133333,Sidi Kacem_2019_Pt4
Rabat-Salé-Kénitra,Sidi Kacem,2019,149.7,4123.8,27.55,34.21907532,-5.657814284,553.03,0.4467,0.6273,0.2728,0.448933333,Sidi Kacem_2019_Pt5
Rabat-Salé-Kénitra,Sidi Kacem,2019,149.7,4123.8,27.55,34.20643076,-5.694707885,553.03,0.5052,0.4172,0.2249,0.382433333,Sidi Kacem_2019_Pt6
Rabat-Salé-Kénitra,Sidi Kacem,2019,149.7,4123.8,27.55,34.25228994,-5.714596685,549.51,0.7615,0.5896,0.3052,0.5521,Sidi Kacem_2019_Pt7
Rabat-Salé-Kénitra,Sidi Kacem,2019,149.7,4123.8,27.55,34.25524051,-5.714079256,549.51,0.5489,0.4448,0.2829,0.425533333,Sidi Kacem_2019_Pt8
Rabat-Salé-Kénitra,Sidi Kacem,2019,149.7,4123.8,27.55,34.26557913,-5.670361661,549.51,0.508,0.4132,0.1706,0.363933333,Sidi Kacem_2019_Pt9
Rabat-Salé-Kénitra,Sidi Kacem,2018,157.3,5888.1,37.43,34.16116301,-5.702842983,828.68,0.6715,0.893,0.4317,0.6654,Sidi Kacem_2018_Pt0
Rabat-Salé-Kénitra,Sidi Kacem,2018,157.3,5888.1,37.43,34.27688253,-5.676019097,937.74,0.7945,0.663,0.2914,0.582966667,Sidi Kacem_2018_Pt1
Rabat-Salé-Kénitra,Sidi Kacem,2018,157.3,5888.1,37.43,34.18301205,-5.672235024,828.68,0.4322,0.3412,0.3225,0.3653,Sidi Kacem_2018_Pt2
Rabat-Salé-Kénitra,Sidi Kacem,2018,157.3,5888.1,37.43,34.19293388,-5.713682061,828.68,0.0413,0.4483,0.1147,0.201433333,Sidi Kacem_2018_Pt3
Rabat-Salé-Kénitra,Sidi Kacem,2018,157.3,5888.1,37.43,34.17383873,-5.664453618,828.68,0.2087,0.4211,0.4307,0.3535,Sidi Kacem_2018_Pt4
Rabat-Salé-Kénitra,Sidi Kacem,2018,157.3,5888.1,37.43,34.19522145,-5.734237936,828.68,0.079,0.6277,0.103,0.2699,Sidi Kacem_2018_Pt5
Rabat-Salé-Kénitra,Sidi Kacem,2018,157.3,5888.1,37.43,34.21006673,-5.67877119,828.68,0.3731,0.4839,0.3141,0.390366667,Sidi Kacem_2018_Pt6
Rabat-Salé-Kénitra,Sidi Kacem,2018,157.3,5888.1,37.43,34.23531319,-5.663018766,828.68,0.3105,0.7459,0.5006,0.519,Sidi Kacem_2018_Pt7
Rabat-Salé-Kénitra,Sidi Kacem,2018,157.3,5888.1,37.43,34.224571,-5.660463751,828.68,0.4471,0.4065,0.336,0.396533333,Sidi Kacem_2018_Pt8
Rabat-Salé-Kénitra,Sidi Kacem,2018,157.3,5888.1,37.43,34.16846999,-5.647273878,828.68,0.326,0.377,0.5283,0.410433333,Sidi Kacem_2018_Pt9
Rabat-Salé-Kénitra,Sidi Kacem,2017,154.1,5330.4,34.59,34.17655418,-5.751771054,514.95,0.7535,0.7849,0.5135,0.683966667,Sidi Kacem_2017_Pt0
Rabat-Salé-Kénitra,Sidi Kacem,2017,154.1,5330.4,34.59,34.27228385,-5.682175129,567.25,0.3922,0.8358,0.1311,0.453033333,Sidi Kacem_2017_Pt1
Rabat-Salé-Kénitra,Sidi Kacem,2017,154.1,5330.4,34.59,34.19472261,-5.730914771,514.95,0.6606,0.8134,0.2919,0.588633333,Sidi Kacem_2017_Pt2
