Région,Province,Année,Surface (1000 Ha),Production (1000 Qx),Rendement (Qx/Ha),Latitude,Longitude,Pluie_Saisonniere_mm,NDVI_01,NDVI_03,NDVI_05,NDVI_Moyen,Point_ID
Casablanca-Settat,El Jadida,2019,219.8,2267.5,10.32,33.20379969,-8.469512279,357.3,0.7149,0.6444,0.2796,0.5463,El Jadida_2019_Pt6
Casablanca-Settat,El Jadida,2019,219.8,2267.5,10.32,33.19061914,-8.510664125,357.3,0.5768,0.419,0.1905,0.395433333,El Jadida_2019_Pt7
Casablanca-Settat,El Jadida,2018,123,2835,23.05,33.22057085,-8.512971658,471.82,0.0516,0.7798,0.1794,0.336933333,El Jadida_2018_Pt0
Casablanca-Settat,El Jadida,2018,123,2835,23.05,33.19822704,-8.528189902,471.82,0.2211,0.5309,0.3278,0.359933333,El Jadida_2018_Pt1
Casablanca-Settat,El Jadida,2018,123,2835,23.05,33.19280562,-8.537515356,471.82,0.6669,0.8657,0.2578,0.5968,El Jadida_2018_Pt2
Casablanca-Settat,El Jadida,2018,123,2835,23.05,33.17311752,-8.460370168,471.82,0.0109,0.6085,0.4644,0.361266667,El Jadida_2018_Pt3
Casablanca-Settat,El Jadida,2018,123,2835,23.05,33.18167651,-8.447724121,471.82,0.4432,0.4521,0.2767,0.390666667,El Jadida_2018_Pt4
Casablanca-Settat,El Jadida,2018,123,2835,23.05,33.22454256,-8.45373381,471.82,0.6656,0.5268,0.574,0.5888,El Jadida_2018_Pt5
Casablanca-Settat,El Jadida,2018,123,2835,23.05,33.19688203,-8.532351877,471.82,0.6445,0.6065,0.2439,0.4983,El Jadida_2018_Pt6
Casablanca-Settat,El Jadida,2018,123,2835,23.05,33.24329403,-8.509555988,471.82,0.073,0.5025,0.3694,0.314966667,El Jadida_2018_Pt7
Casablanca-Settat,El Jadida,2018,123,2835,23.05,33.21802885,-8.500734343,471.82,0.1958,0.3286,0.1879,0.237433333,El Jadida_2018_Pt8
Casablanca-Settat,El Jadida,2018,123,2835,23.05,33.18582933,-8.457170309,471.82,0.727,0.7527,0.446,0.6419,El Jadida_2018_Pt9
Casablanca-Settat,El Jadida,2017,206.9,4978.2,24.06,33.17419539,-8.506508095,354.06,0.4225,0.8482,0.3228,0.531166667,El Jadida_2017_Pt0
Casablanca-Settat,El Jadida,2017,206.9,4978.2,24.06,33.23260295,-8.541282695,354.06,0.6442,0.575,0.2268,0.482,El Jadida_2017_Pt1
Casablanca-Settat,El Jadida,2017,206.9,4978.2,24.06,33.19475813,-8.527545817,354.06,0.6068,0.4783,0.2275,0.437533333,El Jadida_2017_Pt2
Casablanca-Settat,El Jadida,2017,206.9,4978.2,24.06,33.21288163,-8.543019062,354.06,0.7587,0.634,0.267,0.553233333,El Jadida_2017_Pt3
Casablanca-Settat,El Jadida,2017,206.9,4978.2,24.06,33.17761795,-8.554118919,354.06,0.6784,0.7536,0.2616,0.564533333,El Jadida_2017_Pt4
Casablanca-Settat,El Jadida,2017,206.9,4978.2,24.06,33.18294056,-8.450323381,354.06,0.6213,0.6181,0.3983,0.5459,El Jadida_2017_Pt5
Casablanca-Settat,El Jadida,2017,206.9,4978.2,24.06,33.20523368,-8.496041157,354.06,0.5786,0.7811,0.292,0.550566667,El Jadida_2017_Pt6
Casablanca-Settat,El Jadida,2017,206.9,4978.2,24.06,33.18520377,-8.484072551,354.06,0.5038,0.3008,0.2824,0.362333333,El Jadida_2017_Pt7
Casablanca-Settat,El Jadida,2017,206.9,4978.2,24.06,33.17678382,-8.493409682,354.06,0.4348,0.3681,0.3111,0.371333333,El Jadida_2017_Pt8
Casablanca-Settat,El Jadida,2017,206.9,4978.2,24.06,33.19050845,-8.488532857,354.06,0.3027,0.7813,0.1461,0.410033333,El Jadida_2017_Pt9
Casablanca-Settat,El Jadida,2016,357.1,3793.9,10.62,33.17765853,-8.482948534,287.51,0.6641,0.5728,0.2405,0.492466667,El Jadida_2016_Pt0
Casablanca-Settat,El Jadida,2016,357.1,3793.9,10.62,33.20896565,-8.549947341,287.51,0.6714,0.3049,0.3231,0.433133333,El Jadida_2016_Pt1
Casablanca-Settat,El Jadida,2016,357.1,3793.9,10.62,33.23225068,-8.452513902,287.51,0.2479,0.4568,0.3407,0.348466667,El Jadida_2016_Pt2
Casablanca-Settat,El Jadida,2016,357.1,3793.9,10.62,33.17408059,-8.553510987,287.51,0.4579,0.3138,0.6119,0.4612,El Jadida_2016_Pt3
Casablanca-Settat,El Jadida,2016,357.1,3793.9,10.62,33.1790178,-8.4786526,287.51,0.4372,0.3623,0.3202,0.373233333,El Jadida_2016_Pt4
Casablanca-Settat,El Jadida,2016,357.1,3793.9,10.62,33.22178393,-8.52163732,287.51,0.4014,0.3502,0.2902,0.347266667,El Jadida_2016_Pt5
Casablanca-Settat,El Jadida,2016,357.1,3793.9,10.62,33.22123383,-8.442108575,287.51,0.4331,0.5365,0.4809,0.4835,El Jadida_2016_Pt6
Casablanca-Settat,El Jadida,2016,357.1,3793.9,10.62,33.25160427,-8.443161188,283.65,0.1432,0.4591,0.4375,0.3466,El Jadida_2016_Pt7
Casablanca-Settat,El Jadida,2016,357.1,3793.9,10.62,33.23263041,-8.539928714,287.51,0.6312,0.4037,0.2831,0.439333333,El Jadida_2016_Pt8
Casablanca-Settat,El Jadida,2016,357.1,3793.9,10.62,33.26188049,-8.505353852,283.65,0.2693,0.4715,0.4484,0.3964,El Jadida_2016_Pt9
Casablanca-Settat,Berrechid,2021,102.4,3856.8,37.66,33.20442055,-7.601974704,1227.04,0.4105,0.821,0.149,0.460166667,Berrechid_2021_Pt0
Casablanca-Settat,Berrechid,2021,102.4,3856.8,37.66,33.2202449,-7.523902011,1227.04,0.685,0.8684,0.1382,0.563866667,Berrechid_2021_Pt1
Casablanca-Settat,Berrechid,2021,102.4,3856.8,37.66,33.30491495,-7.543761019,1240.25,0.1903,0.3426,0.2096,0.2475,Berrechid_2021_Pt2
Casablanca-Settat,Berrechid,2021,102.4,3856.8,37.66,33.28321433,-7.522003585,1240.25,0.319,0.4075,0.2141,0.313533333,Berrechid_2021_Pt3
Casablanca-Settat,Berrechid,2021,102.4,3856.8,37.66,33.31880526,-7.559007135,1240.25,0.5745,0.8223,0.1401,0.5123,Berrechid_2021_Pt4
Casablanca-Settat,Berrechid,2021,102.4,3856.8,37.66,33.22243662,-7.604697737,1227.04,0.8247,0.8795,0.2474,0.650533333,Berrechid_2021_Pt5
Casablanca-Settat,Berrechid,2021,102.4,3856.8,37.66,33.20505977,-7.568107848,1227.04,0.5982,0.5943,0.2309,0.474466667,Berrechid_2021_Pt6
Casablanca-Settat,Berrechid,2021,102.4,3856.8,37.66,33.21652144,-7.592852408,1227.04,0.3302,0.8993,0.5269,0.585466667,Berrechid_2021_Pt7
Casablanca-Settat,Berrechid,2021,102.4,3856.8,37.66,33.25626441,-7.555511249,1240.25,0.4011,0.6437,0.1814,0.408733333,Berrechid_2021_Pt8
Casablanca-Settat,Berrechid,2021,102.4,3856.8,37.66,33.24103349,-7.604682671,1227.04,0.6055,0.6907,0.1772,0.491133333,Berrechid_2021_Pt9
Casablanca-Settat,Berrechid,2020,120.5,192.4,1.6,33.20415188,-7.639077519,319.11,0.5298,0.3439,0.2828,0.3855,Berrechid_2020_Pt0
Casablanca-Settat,Berrechid,2020,120.5,192.4,1.6,33.26447286,-7.635429319,330.75,0.4303,0.3373,0.2342,0.333933333,Berrechid_2020_Pt1
Casablanca-Settat,Berrechid,2020,120.5,192.4,1.6,33.28027251,-7.545679688,330.75,0.3956,0.3273,0.0602,0.261033333,Berrechid_2020_Pt2
Casablanca-Settat,Berrechid,2020,120.5,192.4,1.6,33.31251908,-7.551782382,330.75,0.612,0.4153,0.0743,0.3672,Berrechid_2020_Pt3
Casablanca-Settat,Berrechid,2020,120.5,192.4,1.6,33.20691362,-7.60884007,319.11,0.4761,0.3314,0.4406,0.416033333,Berrechid_2020_Pt4
Casablanca-Settat,Berrechid,2020,120.5,192.4,1.6,33.31068759,-7.574406933,330.75,0.7098,0.5451,0.5192,0.591366667,Berrechid_2020_Pt5
Casablanca-Settat,Berrechid,2020,120.5,192.4,1.6,33.31659085,-7.54322408,330.75,0.8301,0.7656,-0.0064,0.529766667,Berrechid_2020_Pt6
Casablanca-Settat,Berrechid,2020,120.5,192.4,1.6,33.30703831,-7.624998314,330.75,0.7352,0.3034,0.049,0.362533333,Berrechid_2020_Pt7
Casablanca-Settat,Berrechid,2020,120.5,192.4,1.6,33.31638131,-7.534325238,330.75,0.7331,0.4746,0.3735,0.527066667,Berrechid_2020_Pt8
Casablanca-Settat,Berrechid,2020,120.5,192.4,1.6,33.20646763,-7.524919033,319.11,0.589,0.313,0.1991,0.367033333,Berrechid_2020_Pt9
Casablanca-Settat,Berrechid,2019,119.2,1288.8,10.81,33.22102627,-7.597421079,430.32,0.4537,0.3382,0.1262,0.306033333,Berrechid_2019_Pt0
Casablanca-Settat,Berrechid,2019,119.2,1288.8,10.81,33.256418,-7.550868561,428.06,0.3454,0.6137,0.6269,0.528666667,Berrechid_2019_Pt1
Casablanca-Settat,Berrechid,2019,119.2,1288.8,10.81,33.27308571,-7.552899323,428.06,0.8311,0.7537,0.1009,0.5619,Berrechid_2019_Pt2
Casablanca-Settat,Berrechid,2019,119.2,1288.8,10.81,33.30819704,-7.603650499,428.06,0.5735,0.5881,0.1924,0.451333333,Berrechid_2019_Pt3
Casablanca-Settat,Berrechid,2019,119.2,1288.8,10.81,33.29246039,-7.543387421,428.06,0.3758,0.3202,0.0819,0.2593,Berrechid_2019_Pt4
Casablanca-Settat,Berrechid,2019,119.2,1288.8,10.81,33.30980647,-7.552911114,428.06,0.7272,0.4082,0.1936,0.443,Berrechid_2019_Pt5
Casablanca-Settat,Berrechid,2019,119.2,1288.8,10.81,33.31829777,-7.618318493,428.06,0.7349,0.4711,0.1918,0.465933333,Berrechid_2019_Pt6
Casablanca-Settat,Berrechid,2019,119.2,1288.8,10.81,33.29015564,-7.596782094,428.06,0.5333,0.5287,0.0845,0.382166667,Berrechid_2019_Pt7
Casablanca-Settat,Berrechid,2019,119.2,1288.8,10.81,33.28805523,-7.623919164,428.06,0.6074,0.5093,0.0535,0.390066667,Berrechid_2019_Pt8
Casablanca-Settat,Berrechid,2019,119.2,1288.8,10.81,33.22990185,-7.553565986,430.32,0.4085,0.6231,0.5673,0.532966667,Berrechid_2019_Pt9
Casablanca-Settat,Berrechid,2018,124.6,4524.5,36.31,33.21302572,-7.620746398,557.97,0.5477,0.871,0.346,0.588233333,Berrechid_2018_Pt0
Casablanca-Settat,Berrechid,2018,124.6,4524.5,36.31,33.20389149,-7.635568293,557.97,0.583,0.7768,0.2538,0.537866667,Berrechid_2018_Pt1
Casablanca-Settat,Berrechid,2018,124.6,4524.5,36.31,33.20878002,-7.549821328,557.97,0.3905,0.5189,0.7381,0.549166667,Berrechid_2018_Pt2
Casablanca-Settat,Berrechid,2018,124.6,4524.5,36.31,33.20420383,-7.606263524,557.97,0.6407,0.7282,0.1985,0.522466667,Berrechid_2018_Pt3
Casablanca-Settat,Berrechid,2018,124.6,4524.5,36.31,33.2703085,-7.632151104,607.17,0.4006,0.485,0.3234,0.403,Berrechid_2018_Pt4
Casablanca-Settat,Berrechid,2018,124.6,4524.5,36.31,33.25996116,-7.615972294,607.17,0.4271,0.6388,0.1268,0.397566667,Berrechid_2018_Pt5
Casablanca-Settat,Berrechid,2018,124.6,4524.5,36.31,33.20041565,-7.521112184,557.97,0.3656,0.7341,0.1732,0.4243,Berrechid_2018_Pt6
Casablanca-Settat,Berrechid,2018,124.6,4524.5,36.31,33.2233539,-7.579378379,557.97,0.4568,0.7751,0.3275,0.5198,Berrechid_2018_Pt7
Casablanca-Settat,Berrechid,2018,124.6,4524.5,36.31,33.26229532,-7.552812985,607.17,0.4023,0.4535,0.1963,0.3507,Berrechid_2018_Pt8
Casablanca-Settat,Berrechid,2018,124.6,4524.5,36.31,33.24323829,-7.573634244,557.97,0.3726,0.6152,0.3098,0.432533333,Berrechid_2018_Pt9
Casablanca-Settat,Berrechid,2016,5.4,120.5,22.31,33.21096446,-7.623396949,292.35,0.3473,0.8253,0.2,0.457533333,Berrechid_2016_Pt0
Casablanca-Settat,Berrechid,2016,5.4,120.5,22.31,33.20101827,-7.582959109,292.35,0.0424,0.6279,0.2,0.2901,Berrechid_2016_Pt1
Casablanca-Settat,Berrechid,2016,5.4,120.5,22.31,33.29753688,-7.523661627,313.17,0.3891,0.6841,0.2,0.4244,Berrechid_2016_Pt2
Casablanca-Settat,Berrechid,2016,5.4,120.5,22.31,33.24889647,-7.596912992,292.35,0.3444,0.719,0.2,0.421133333,Berrechid_2016_Pt3
Casablanca-Settat,Berrechid,2016,5.4,120.5,22.31,33.29914824,-7.602118918,313.17,0.6644,0.4822,0.2,0.448866667,Berrechid_2016_Pt4
Casablanca-Settat,Berrechid,2016,5.4,120.5,22.31,33.31402171,-7.638355665,313.17,0.3491,0.3665,0.2,0.3052,Berrechid_2016_Pt5
Casablanca-Settat,Berrechid,2016,5.4,120.5,22.31,33.2161834,-7.540682698,292.35,0.3566,0.5743,0.2,0.376966667,Berrechid_2016_Pt6
Casablanca-Settat,Berrechid,2016,5.4,120.5,22.31,33.21442608,-7.524132185,292.35,0.2031,0.6024,0.2,0.335166667,Berrechid_2016_Pt7
Casablanca-Settat,Berrechid,2016,5.4,120.5,22.31,33.31163173,-7.554610024,313.17,0.2776,0.7085,0.2,0.395366667,Berrechid_2016_Pt8
Casablanca-Settat,Berrechid,2016,5.4,120.5,22.31,33.27287449,-7.52548031,313.17,0.3462,0.5479,0.2,0.3647,Berrechid_2016_Pt9
Casablanca-Settat,Mohammedia,2021,9.3,249.8,26.86,33.62665146,-7.411386175,1240.25,0.643,0.5876,0.2232,0.4846,Mohammedia_2021_Pt0
Casablanca-Settat,Mohammedia,2021,9.3,249.8,26.86,33.69338263,-7.321254462,1240.25,0.5017,0.6055,0.5573,0.554833333,Mohammedia_2021_Pt1
Casablanca-Settat,Mohammedia,2021,9.3,249.8,26.86,33.62792777,-7.427020426,1240.25,0.4674,0.5199,0.4324,0.473233333,Mohammedia_2021_Pt2
Casablanca-Settat,Mohammedia,2021,9.3,249.8,26.86,33.64078844,-7.376268016,1240.25,0.8663,0.623,-0.0208,0.4895,Mohammedia_2021_Pt3
Casablanca-Settat,Mohammedia,2021,9.3,249.8,26.86,33.66352356,-7.402946378,1240.25,0.4631,0.4856,0.3554,0.4347,Mohammedia_2021_Pt4
Casablanca-Settat,Mohammedia,2021,9.3,249.8,26.86,33.64772909,-7.438906572,1240.25,0.913,0.8153,0.317,0.681766667,Mohammedia_2021_Pt5
Casablanca-Settat,Mohammedia,2021,9.3,249.8,26.86,33.67966347,-7.430574949,1240.25,0.4909,0.5287,0.3342,0.451266667,Mohammedia_2021_Pt6
Casablanca-Settat,Mohammedia,2021,9.3,249.8,26.86,33.7019551,-7.389226087,1240.25,0.3538,0.3894,0.3306,0.357933333,Mohammedia_2021_Pt7
Casablanca-Settat,Mohammedia,2021,9.3,249.8,26.86,33.62189458,-7.398921575,1240.25,0.2986,0.4689,0.3094,0.358966667,Mohammedia_2021_Pt8
Casablanca-Settat,Mohammedia,2021,9.3,249.8,26.86,33.66347048,-7.373878446,1240.25,0.9252,0.8543,0.4174,0.7323,Mohammedia_2021_Pt9
Casablanca-Settat,Mohammedia,2020,0.8,3.2,4,33.72595709,-7.340638583,330.75,0.5538,0.3229,0.1192,0.331966667,Mohammedia_2020_Pt0
Casablanca-Settat,Mohammedia,2020,0.8,3.2,4,33.66955428,-7.377942506,330.75,0.8103,0.4823,0.3575,0.550033333,Mohammedia_2020_Pt1
Casablanca-Settat,Mohammedia,2020,0.8,3.2,4,33.65314615,-7.385464697,330.75,0.9018,0.4449,0.2792,0.541966667,Mohammedia_2020_Pt2
Casablanca-Settat,Mohammedia,2020,0.8,3.2,4,33.6335373,-7.369702312,330.75,0.5647,0.38,0.2628,0.4025,Mohammedia_2020_Pt3
Casablanca-Settat,Mohammedia,2020,0.8,3.2,4,33.64600398,-7.380943564,330.75,0.6313,0.3959,0.1445,0.390566667,Mohammedia_2020_Pt4
Casablanca-Settat,Mohammedia,2020,0.8,3.2,4,33.63312482,-7.426308684,330.75,0.5537,0.3349,0.2347,0.374433333,Mohammedia_2020_Pt5
Casablanca-Settat,Mohammedia,2020,0.8,3.2,4,33.67095825,-7.400448094,330.75,0.5388,0.4159,0.3501,0.434933333,Mohammedia_2020_Pt6
Casablanca-Settat,Mohammedia,2020,0.8,3.2,4,33.6536669,-7.323873853,330.75,0.5911,0.4512,0.418,0.486766667,Mohammedia_2020_Pt7
Casablanca-Settat,Mohammedia,2020,0.8,3.2,4,33.65808324,-7.424688938,330.75,0.7308,0.3941,0.2659,0.4636,Mohammedia_2020_Pt8
Casablanca-Settat,Mohammedia,2020,0.8,3.2,4,33.62188192,-7.33526877,330.75,0.5528,0.4896,0.2988,0.447066667,Mohammedia_2020_Pt9
Casablanca-Settat,Mohammedia,2019,0.5,2.9,5.8,33.6566339,-7.341475146,428.06,0.6433,0.5923,0.1421,0.459233333,Mohammedia_2019_Pt0
Casablanca-Settat,Mohammedia,2019,0.5,2.9,5.8,33.65350852,-7.414600251,428.06,0.7292,0.5501,0.4028,0.5607,Mohammedia_2019_Pt1
Casablanca-Settat,Mohammedia,2019,0.5,2.9,5.8,33.68163605,-7.325409322,428.06,0.3899,0.3748,0.4586,0.407766667,Mohammedia_2019_Pt2
Casablanca-Settat,Mohammedia,2019,0.5,2.9,5.8,33.6605527,-7.325018231,428.06,0.6261,0.5238,0.2933,0.481066667,Mohammedia_2019_Pt3
Casablanca-Settat,Mohammedia,2019,0.5,2.9,5.8,33.62807297,-7.326670009,428.06,0.5268,0.701,0.2591,0.495633333,Mohammedia_2019_Pt4
Casablanca-Settat,Mohammedia,2019,0.5,2.9,5.8,33.68072781,-7.350925871,428.06,0.5451,0.3575,0.1045,0.3357,Mohammedia_2019_Pt5
Casablanca-Settat,Mohammedia,2019,0.5,2.9,5.8,33.65002226,-7.352484398,428.06,0.6054,0.5552,0.2327,0.464433333,Mohammedia_2019_Pt6
Casablanca-Settat,Mohammedia,2019,0.5,2.9,5.8,33.67099496,-7.402533107,428.06,0.4203,0.4746,0.3907,0.428533333,Mohammedia_2019_Pt7
Casablanca-Settat,Mohammedia,2019,0.5,2.9,5.8,33.64153088,-7.358724848,428.06,0.6508,0.3675,0.2035,0.407266667,Mohammedia_2019_Pt8
Casablanca-Settat,Mohammedia,2019,0.5,2.9,5.8,33.62283251,-7.348948256,428.06,0.6344,0.5414,0.1137,0.429833333,Mohammedia_2019_Pt9
Casablanca-Settat,Mohammedia,2018,0.7,19.3,27.57,33.63639096,-7.335115383,607.17,0.496,0.4311,0.3373,0.421466667,Mohammedia_2018_Pt0
Casablanca-Settat,Mohammedia,2018,0.7,19.3,27.57,33.66006352,-7.331128141,607.17,0.5596,0.5405,0.4373,0.512466667,Mohammedia_2018_Pt1
Casablanca-Settat,Mohammedia,2018,0.7,19.3,27.57,33.64328237,-7.325863674,607.17,0.5295,0.6252,0.3056,0.486766667,Mohammedia_2018_Pt2
Casablanca-Settat,Mohammedia,2018,0.7,19.3,27.57,33.68500128,-7.331298656,607.17,0.4518,0.7608,0.3206,0.511066667,Mohammedia_2018_Pt3
Casablanca-Settat,Mohammedia,2018,0.7,19.3,27.57,33.67238049,-7.38260295,607.17,0.2087,0.3121,0.2092,0.243333333,Mohammedia_2018_Pt4
Casablanca-Settat,Mohammedia,2018,0.7,19.3,27.57,33.6203676,-7.439437178,607.17,0.3662,0.3059,0.1065,0.259533333,Mohammedia_2018_Pt5
Casablanca-Settat,Mohammedia,2018,0.7,19.3,27.57,33.70210135,-7.34515898,607.17,0.5953,0.8157,0.2833,0.564766667,Mohammedia_2018_Pt6
Casablanca-Settat,Mohammedia,2018,0.7,19.3,27.57,33.68427235,-7.407084813,607.17,0.4341,0.4427,0.4062,0.427666667,Mohammedia_2018_Pt7
Casablanca-Settat,Mohammedia,2018,0.7,19.3,27.57,33.62988167,-7.33703768,607.17,0.3276,0.3583,0.2519,0.3126,Mohammedia_2018_Pt8
Casablanca-Settat,Mohammedia,2018,0.7,19.3,27.57,33.63873005,-7.37883125,607.17,0.4937,0.616,0.3618,0.4905,Mohammedia_2018_Pt9
Casablanca-Settat,Settat,2021,316.7,9317.2,29.42,33.06067477,-7.657684602,1227.04,0.7772,0.7216,0.1771,0.558633333,Settat_2021_Pt0
Casablanca-Settat,Settat,2021,316.7,9317.2,29.42,33.01157094,-7.600229008,1227.04,0.1811,0.3981,0.1613,0.246833333,Settat_2021_Pt1
Casablanca-Settat,Settat,2021,316.7,9317.2,29.42,33.05345704,-7.634472551,1227.04,0.8305,0.8795,0.1609,0.623633333,Settat_2021_Pt2
Casablanca-Settat,Settat,2021,316.7,9317.2,29.42,32.97287212,-7.593773088,1227.04,0.7695,0.8771,0.1691,0.605233333,Settat_2021_Pt3
Casablanca-Settat,Settat,2021,316.7,9317.2,29.42,33.01282735,-7.646672999,1227.04,0.5015,0.5974,0.1933,0.430733333,Settat_2021_Pt4
Casablanca-Settat,Settat,2021,316.7,9317.2,29.42,32.96134664,-7.574384569,1227.04,0.4233,0.6538,0.2218,0.432966667,Settat_2021_Pt5
Casablanca-Settat,Settat,2021,316.7,9317.2,29.42,33.03527271,-7.659993871,1227.04,0.7702,0.7804,0.1977,0.582766667,Settat_2021_Pt6
Casablanca-Settat,Settat,2021,316.7,9317.2,29.42,33.01368971,-7.623304107,1227.04,0.1066,0.3136,0.0336,0.151266667,Settat_2021_Pt7
Casablanca-Settat,Settat,2021,316.7,9317.2,29.42,33.05220808,-7.561077357,1227.04,0.4404,0.4185,0.1991,0.352666667,Settat_2021_Pt8
Casablanca-Settat,Settat,2021,316.7,9317.2,29.42,33.04006666,-7.635527089,1227.04,0.6744,0.6615,0.13,0.488633333,Settat_2021_Pt9
Casablanca-Settat,Settat,2020,343.8,29.7,0.09,33.03287634,-7.563916639,319.11,0.8332,0.4482,0.1508,0.4774,Settat_2020_Pt0
Casablanca-Settat,Settat,2020,343.8,29.7,0.09,33.02615922,-7.634338482,319.11,0.6739,0.4083,0.3677,0.4833,Settat_2020_Pt1
Casablanca-Settat,Settat,2020,343.8,29.7,0.09,33.03315943,-7.664263569,319.11,0.4003,0.3378,0.1909,0.309666667,Settat_2020_Pt2
Casablanca-Settat,Settat,2020,343.8,29.7,0.09,33.04019223,-7.581385772,319.11,0.7073,0.369,0.1633,0.4132,Settat_2020_Pt3
Casablanca-Settat,Settat,2020,343.8,29.7,0.09,32.95850177,-7.597616682,319.11,0.6071,0.5476,0.5536,0.569433333,Settat_2020_Pt4
Casablanca-Settat,Settat,2020,343.8,29.7,0.09,32.97491708,-7.563716457,319.11,0.7746,0.4873,0.2439,0.501933333,Settat_2020_Pt5
Casablanca-Settat,Settat,2020,343.8,29.7,0.09,33.03360167,-7.638193271,319.11,0.6576,0.3066,0.2943,0.4195,Settat_2020_Pt6
Casablanca-Settat,Settat,2020,343.8,29.7,0.09,32.97040686,-7.559962218,319.11,0.7283,0.3152,0.1348,0.392766667,Settat_2020_Pt7
Casablanca-Settat,Settat,2020,343.8,29.7,0.09,33.01636352,-7.626509976,319.11,0.5088,0.3026,0.0963,0.302566667,Settat_2020_Pt8
Casablanca-Settat,Settat,2020,343.8,29.7,0.09,33.00354883,-7.653874161,319.11,0.5767,0.394,0.2478,0.406166667,Settat_2020_Pt9
Casablanca-Settat,Settat,2019,132.1,615.8,4.66,32.94919759,-7.574819039,430.32,0.6107,0.3586,-0.0859,0.294466667,Settat_2019_Pt0
Casablanca-Settat,Settat,2019,132.1,615.8,4.66,33.04255308,-7.571969023,430.32,0.0205,0.514,0.4132,0.3159,Settat_2019_Pt1
Casablanca-Settat,Settat,2019,132.1,615.8,4.66,33.03242544,-7.651505256,430.32,0.1458,0.4547,0.211,0.2705,Settat_2019_Pt2
Casablanca-Settat,Settat,2019,132.1,615.8,4.66,32.9463042,-7.598233111,430.32,0.0151,0.4763,0.2931,0.2615,Settat_2019_Pt3
Casablanca-Settat,Settat,2019,132.1,615.8,4.66,33.01355623,-7.564467942,430.32,0.0936,0.3635,0.2363,0.231133333,Settat_2019_Pt4
Casablanca-Settat,Settat,2019,132.1,615.8,4.66,32.97099894,-7.635970874,430.32,0.1966,0.5025,0.1542,0.284433333,Settat_2019_Pt5
Casablanca-Settat,Settat,2019,132.1,615.8,4.66,33.01826225,-7.582757086,430.32,0.1146,0.3964,0.1488,0.219933333,Settat_2019_Pt6
Casablanca-Settat,Settat,2019,132.1,615.8,4.66,33.02241197,-7.664508554,430.32,0.0954,0.3104,0.1534,0.1864,Settat_2019_Pt7
Casablanca-Settat,Settat,2019,132.1,615.8,4.66,32.96401877,-7.619314225,430.32,0.0019,0.5182,0.1203,0.213466667,Settat_2019_Pt8
Casablanca-Settat,Settat,2019,132.1,615.8,4.66,33.06006629,-7.575075955,430.32,0.0159,0.3755,0.2138,0.201733333,Settat_2019_Pt9
Casablanca-Settat,Settat,2018,307.5,9959,32.39,33.04822053,-7.568040523,557.97,0.5231,0.6228,0.4269,0.524266667,Settat_2018_Pt0
Casablanca-Settat,Settat,2018,307.5,9959,32.39,33.00435512,-7.595279091,557.97,0.2225,0.4044,0.1831,0.27,Settat_2018_Pt1
Casablanca-Settat,Settat,2018,307.5,9959,32.39,33.05704993,-7.619278807,557.97,0.4415,0.8438,0.2318,0.5057,Settat_2018_Pt2
Casablanca-Settat,Settat,2018,307.5,9959,32.39,32.99124229,-7.565070169,557.97,0.6813,0.8881,0.2755,0.614966667,Settat_2018_Pt3
Casablanca-Settat,Settat,2018,307.5,9959,32.39,33.04958584,-7.6085422,557.97,0.4138,0.6927,0.2213,0.4426,Settat_2018_Pt4
Casablanca-Settat,Settat,2018,307.5,9959,32.39,33.03121012,-7.641317353,557.97,0.5749,0.6862,0.3604,0.5405,Settat_2018_Pt5
Casablanca-Settat,Settat,2018,307.5,9959,32.39,32.96151485,-7.595743021,557.97,0.506,0.6795,0.1518,0.445766667,Settat_2018_Pt6
Casablanca-Settat,Settat,2018,307.5,9959,32.39,33.03724761,-7.604526439,557.97,0.3063,0.6349,0.2296,0.390266667,Settat_2018_Pt7
Casablanca-Settat,Settat,2018,307.5,9959,32.39,32.96500038,-7.667367916,557.97,0.183,0.7279,0.31,0.406966667,Settat_2018_Pt8
Casablanca-Settat,Settat,2018,307.5,9959,32.39,33.03182758,-7.582766541,557.97,0.5011,0.8176,0.2375,0.518733333,Settat_2018_Pt9
Casablanca-Settat,Settat,2016,282.6,1201.1,4.25,33.00391701,-7.614391308,292.35,0.2856,0.3367,0.2,0.2741,Settat_2016_Pt0
Casablanca-Settat,Settat,2016,282.6,1201.1,4.25,33.03363134,-7.632531256,292.35,0.0883,0.3475,0.2,0.211933333,Settat_2016_Pt1
Casablanca-Settat,Settat,2016,282.6,1201.1,4.25,32.98850234,-7.559116423,292.35,0.1774,0.6904,0.2,0.355933333,Settat_2016_Pt2
Casablanca-Settat,Settat,2016,282.6,1201.1,4.25,33.00386746,-7.669924175,292.35,0.0811,0.3938,0.2,0.224966667,Settat_2016_Pt3
Casablanca-Settat,Settat,2016,282.6,1201.1,4.25,32.95325704,-7.634541957,292.35,0.2543,0.6709,0.2,0.375066667,Settat_2016_Pt4
Casablanca-Settat,Settat,2016,282.6,1201.1,4.25,32.9653376,-7.638128523,292.35,0.0356,0.5853,0.2,0.273633333,Settat_2016_Pt5
Casablanca-Settat,Settat,2016,282.6,1201.1,4.25,32.95188138,-7.62324546,292.35,0.1717,0.3031,0.2,0.224933333,Settat_2016_Pt6
